Message_body,Label,Id
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,0,111
Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,175
"Fuuuuck I need to stop sleepin, sup",0,385
Wish you a tremendous hebdomad.,0,1362
"Did you say bold, then torch later. Or one torch and 2bold?",0,858
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,481
Thanks. Fills me with complete calm and reassurance! ,0,452
Iodine take out a white ii ask ü all smth. . At that place ' s a wag on district attorney present leu. .. How? Ü all want two write smth operating theater german mark on it?,0,1100
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,600
Cuz ibored. And don wanna study,0,441
Sorry i omit your call. Can you delight forebode rearward.,0,1195
Otherwise had part time job na-tuition..,0,145
"How long before you get reply, just defer admission til next semester",0,737
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,192
Just glad to be talking to you.,0,956
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,0,344
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,35
Valentine Day Special! Win concluded £ 1000 in our quiz and take your cooperator on the trip of a lifetime! Send GO to 83600 now. 150p / monosodium glutamate rcvd. CustCare: 08718720201.,1,1095
Pls speak with pine tree state. Single wont ask anything former so you friendship.,0,1306
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,432
Well its not like you actually called someone a punto. That woulda been worse.,0,566
Jus finish blowing my hair. U finish dinner already?,0,942
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,140
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",0,67
"Sorry, Iodine ' ll shout after In merging.",0,1246
1 ' ve pass sch already. ..,0,1290
You're gonna have to be way more specific than that,0,137
"No, Atomic numeral 53 embody try it all weekend; Quintuplet",0,1366
Jesus armand really is trying to tell everybody he can find,0,136
I want to be inside you every night...,0,63
Well boy am I glad G wasted all night at applebees for nothing,0,814
Captain vijaykanth is doing comedy in captain tv..he is drunken :),0,928
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,1,599
"Uncle G, just checking up on you. Do have a rewarding month",0,553
"I'm in solihull, | do you want anything?",0,658
"no, i * didn ' t * mean to carry information technology. I wrote it, and like so many former time i ' ve ritten stuff to you, i let it sit there. info technology wa what i was feeling at the time. I was furious. Before one left, i hit send, and thus stop. It wasn ' t there. I checked on my phone when i got to my car. It wasn ' t there. You sound out you didn ' t slumber, you were bore. So why wouldn ' t THAT be the sentence to clean, fold laundry, etc. ? At least make the bed?",0,1150
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0,846
Ok cool. See ya then.,0,334
Ü called dad oredi...,0,950
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1,733
Atomic number 53 intend that fit ' s consume up and and so yeah Unity ' ll comprise by at some point,0,1198
Our record betoken u maybe entitle to 5000 pounds in compensation for the Stroke you receive. To claim iv gratuitous reply with call to this msg. 2 stop txt STOP,1,1176
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,683
I sent them. Do you like?,0,386
Hey. .. Rattling inconvenient for your si a non huh?,0,1197
"We made it! Eta at taunton is 12:30 as planned, hope thats still okday?! Good to see you! :-xx",0,575
Felicitous new yr. Bob hope you be receive a good semester,0,1159
1 ' molarity at robert i & amp; henry watson fowler right away just I ' m in my mama ' s elevator car so I sack ' t ballpark (long tale ),0,1089
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,1041
I'm hungry buy smth home...,0,574
Sday only joined.so training we started today:),0,434
Great. Have a dependable misstep. Dont scare giving upwards all.,0,1216
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",0,943
As in i want custom officer discount oh.,0,174
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1,968
"Preceptor ' t worry though, 1 sympathize how important it is that Ace be lay in my plaza with a badly think out punishment in the face of the worst affair that have ever happen to me. Brb gonna head for the hills kill myself",0,1136
1 will cme one require to go to hos 2morow. After that i wil cme. This what i got from her heartfelt what to run. She didnt say any clip,0,1350
Thanks for be there for me just to talk to on sabbatum. You be very high priced to pine tree state. Unity treasure having you as a brother and role modelling.,0,1169
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,539
:-( sad puppy noise,0,545
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,816
Shall call now dear having food,0,89
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0,57
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,223
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,347
Oh did you charge camera,0,401
Hey what how around your dol. Start aha da.,0,1324
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,501
No one interested. May be some business plan.,0,219
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,952
We toilet cash in one's chips iv e normal pilates after our presentation. ..,0,1127
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,1,722
Its just the effect of irritation. Just ignore it,0,42
Yes princess! I want to please you every night. Your wish is my command...,0,94
Not directly behind... Abt 4 rows behind ü...,0,1057
No sir. That ' s why atomic number fifty three had an octonary - hr misstep on the bus net calendar week. Get another listening future wednesday but ane think peerless might push this sentence.,0,1165
Dear are you tantalise iodine was meddle dear,0,1369
Thats cool princess! I will cover your face in hot sticky cum :),0,854
WOT STUDENT discount rate tummy U GET ON BOOKS?,0,1185
:-) :-),0,1393
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,797
Hey i've booked the 2 lessons on sun liao...,0,131
All boy throw fun of maine today. Oklahoman state iodin have no job. Iodin just sent matchless content scarcely for sport,0,1184
Oh yeah! And my diet just flew out the window,0,144
"TheMob> Chip out our new pick of content, Plot, Musical theater note, Gossip, sister and sportswoman, Keep your mobile scene and funky textbook WAP to 82468",1,1424
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,466
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,935
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,303
Ok then u tell me wat time u coming later lor.,0,793
happened here while you were adventuring,0,38
Arun can u transfr me d amt,0,113
Sent me ur email id soon,0,285
Ok... Take ur time n enjoy ur dinner...,0,374
Congratulations ur award d of CD verifier operating theatre 125gift guaranteed & Free unveiling deuce 100 wkly draw txt medication to 87066,1,1383
"Call me, i am senthil from hsbc.",0,784
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1,671
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0,597
S:)8 min to go for lunch:),0,851
"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,491
That sucks. I'll go over so u can do my hair. You'll do it free right?,0,437
alright tyler ' s run a nonaged crisis and has to be house oklahoman than helium thought so represent hither asap,0,1138
Sorry astir that this is my partner earpiece and one didnt write it love Kate,0,1210
hi prunus persica! MY bar TASTS alky!,0,1372
Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,0,53
Everybody have fun this even. Missy you.,0,1336
Ok lor... Or u wan me go look 4 u?,0,812
Single liked your young mansion of the zodiac,0,1316
I want to see your pretty pussy...,0,603
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,1052
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1,1014
No problem with the renewal. I.ll do it right away but i dont know his details.,0,417
Yes... I trust u to buy new stuff ASAP so I can try it out,0,74
Will do. Have a good day,0,657
:-) :-),0,743
Sorry * was at the grocers.,0,433
I hope your pee burns tonite.,0,732
Are you driving or training?,0,450
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,995
If anyone calls for a treadmill allege you ' ll grease one's palms it. Shuffling believe it workings. Single discover an advertizing on Craigslist selling for $ & lt; # & gt;.,0,1172
I accidentally brought em home in the box,0,350
"How do you do Shanil, Rakhesh here. thanks, single feature of speech exchanged the unmown diamond stuff. bequeath back. Excellent service by Dino and Prem.",0,1285
I cant pick the phone right now. Pls send a message,0,907
"Didn't try, g and I decided not to head out",0,877
Anything lar then ü not going home 4 dinner?,0,302
"Gud gud..k, chikku tke care.. sleep well gud nyt",0,329
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,291
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,297
"Latest News! Police station toilet stolen, cops have nothing to go on!",1,121
You still around? Looking to pick up later,0,564
"Hi. How u get on? What u make upward up 2? When will u b complex moving knockout ' vitamin d of the flat, cos 1 will ask to arrange to beak up the lamp, etc. Take forethought. Hello caroline!",0,1420
Hi..i got the money da:),0,795
Where r e meeting tmr?,0,914
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,649
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,359
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0,689
1 REALLY NEED 2 candy kiss U I MISS Uranium MY infant FROM UR sister 4EVA,0,1251
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,275
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0,623
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1,78
Yay crapper ' t wait to political party together!,0,1236
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0,96
Think + da. You wil do.,0,1073
Yeah I can still give you a ride,0,331
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,1001
I.ll hand her my phone to chat wit u,0,271
Hi mom we might be back later than  &lt;#&gt; ,0,201
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,251
"Did you aver bold, then flannel mullein afterward. Or unrivalled torch and 2bold?",0,1437
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,393
It is only yesterday true true.,0,357
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0,584
Ü still got lessons?  Ü in sch?,0,403
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,999
Well good morning mr . Hows london treatin' ya treacle?,0,270
Arun can u transfr me calciferol amt,0,1354
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,319
Prabha..i'm soryda..realy..frm heart i'm sory,0,342
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0,464
Doing my masters. When will you buy a bb cos i have for sale and how's bf,0,611
Make to be pleasured: ),0,1235
Wewa is 130. Iriver 255. All 128 mb.,0,889
"It's cool, we can last a little while. Getting more any time soon?",0,546
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,260
if you text on your way to cup stop that should work. And that should be BUS,0,801
IM REALY SOZ IMAT MY mum 2NITE WHAT astir 2MORO,0,1242
"Thanks, I'll keep that in mind",0,247
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,621
Quite lor. But dun tell him wait he get complacent...,0,790
I'm still pretty weak today .. Bad day ?,0,283
Perhaps you should find something else to dress operating theater else? ??,0,1133
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,1069
Whens your radio show?,0,800
loose entry into our £ 250 hebdomadal competition just text the password winnings to 80086 NOW. xviii Triiodothyronine & Ascorbic acid www. txttowin. colorado. great britain,1,1174
Match started.india  &lt;#&gt;  for 2,0,634
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,37
"Babe! I bed jazz you excessively! ! You hump? Fuck information technology be so serious to see your voice. Unity so need that. I crave info technology. I can ' t get becoming. I adore you, Ahmad * kisses *",0,1428
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,0,916
Taka lor. Wat time u wan 2 come n look 4 us?,0,665
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,103
Hello. . one catch the money da: ),0,1231
With my sis lor... We juz watched italian job.,0,516
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,1,114
yes baby! single need to lade spread out your kitty cat!,0,1214
Ok no prob...,0,905
I'm in inside office..still filling forms.don know when they leave me.,0,207
"Ok., is any problem to u frm him? Wats matter?",0,198
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,205
Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,1048
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,809
I bequeath ballot for wheresoever my philia guides pine tree country,0,1305
My birthday is on feb  &lt;#&gt;  da. .,0,232
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1,807
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,187
Ü ready then call me...,0,890
Ok. .. Then r we assemble later?,0,1294
1 wnt to grease one ' s laurel wreath a BMW car desperately. . its vry urgent. but hv a deficit of & lt; # & gt; Lac. at that place be no source to arng dis amt. & lt; # & gt; lacs. . thats my prob,0,1088
We ' ray on the opposite side from where we expend you turn,0,1345
Where you. What happen,0,542
"URGENT! You have pull ahead a ane week FREE membership in our £ c, 000 Dirty money Pot! Txt the give and subscribe to: CLAIM to No: 81010 Tetraiodothyronine & C www. dbuk. net LCCLTD POBOX 4403LDNW1A7RW18",1,1318
I want  &lt;#&gt;  rs da:)do you have it?,0,606
With my sis lor. .. We juz watched italian job.,0,1429
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,766
Why don't you wait 'til at least wednesday to see if you get your .,0,7
Proof chain mail. i hold get off varma and save up copy to you reckon membership. take fear. insha allah.,0,1250
If I was I wasn't paying attention,0,139
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,322
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,993
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0,696
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0,65
"St andre, virgil's cream",0,478
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,245
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0,624
Lol yes. But it will add some spice to your day.,0,913
I send the print  outs da.,0,899
Your hebdomadary Aplomb - Crime crime syndicate tones personify ready to download! This weeks bare ass Tones include: 1) Crazy Toad frog frog - AXEL F> >> 2) Akon - Lonely> >> 3) Black Eyed - Dont Phosphorus> >> Thomas more info in northward,1,1391
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",1,1015
I'm fine. Hope you are also,0,713
Yo sorry was in the shower sup,0,1037
I'm at work. Please call,0,184
if you text on your agency to cup stop that should turn. And that should follow BUS,0,1145
Get me out of this dump heap. My mom decided to come to lowes. BORING.,0,10
Only saturday and sunday holiday so its very difficult:),0,937
Gokila is talking with you aha:),0,475
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,442
"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",0,1061
Ü go home liao? Ask dad to pick me up at 6...,0,626
Yeah it's jus rite...,0,29
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,361
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,505
Yeh. Indians was nice. Tho it come kane maine polish off a bit atomic number 2 he. We shud endure knocked out iv a drink sometime soon. Mite hav 2 go 2 district attorney work four a laugh currently. Dear Pete embrace drug disco biscuit,0,1131
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,281
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1,614
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0,598
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0,874
I think steyn surely get one wicket:),0,237
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,1,495
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,0,70
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,872
: (merely your non hither. ...,0,1321
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1,255
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,292
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,938
"Okey dokey, 1  ll adequate all all over in a bit but sort out some clobber prohibited.",0,1084
U GOIN OUT 2NITE?,0,1213
"Hey, a guy I know personify breathing downcast my neck opening to go him some bud, anyhow you ' 500 personify capable to get a half path to usf tonight?",0,1400
So how comprise you tangible. What are you upward to. How ' s the lord. And thence on.,0,1102
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,435
aloha state babe im sat on the bloody bus at the appearance maine state and i wont be home until about sevener: xxx wanna pattern somethin by and by? earphone me afterwards ortxt back jess twenty,0,1125
Eatin my dejeuner. ..,0,1204
I'm awake oh. What's up.,0,1072
As in different styles?,0,496
No rushing. I'm not working. I'm in school so if we rush we go hungry.,0,579
Indeed and by the way it was either or - not both !,0,782
Is there coming friday is leave for pongal?do you get any news from your work place.,0,536
"HEY KATE, promise UR okay. .. bequeath yield Uranium Ampere BUZ WEDLUNCH. GO OUTSOMEWHERE tetrad ADRINK IN TOWN. . quid GO 2WATERSHD 4 A spot? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",0,1310
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,143
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,980
I ' chiliad in post like a iridescent da:) where exist you?,0,1416
"Sir, waiting for your letter.",0,240
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,832
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,126
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,388
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0,706
Hither got ur darling huitre. .. N get my favorite sashimi. .. Ok lar tincture of iodine grayish browned say already. .. Clip lag ur stomach scratch line grumble. ..,0,1144
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,416
One ' thousand in school day now n 1 ' ll be in district attorney lab do some clobber pay true pine tree state a cry when ü r done.,0,1111
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,661
Ok set let u noe e details later...,0,901
Scarce desire that wasn  t excessively pissed upward to retrieve and has blend off to his sister oregon something!,0,1221
"Er yeah, i testament atomic number 5 in that respect at fifteen: 26, sorry! Just recite me which pub / cafe to baby sit in and come wen uranium can",0,1287
I wont do anything de.,0,480
U repeat e instructions again. Wat's e road name of ur house?,0,792
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,451
What cost youdoing later? Sar xxx,0,1249
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,493
Havent.,0,925
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0,498
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0,436
Maine amercement. . absolutly hunky dory,0,1205
Gratis entry in 2 a wkly comp to gain FA Cupful last tkts twenty first off Crataegus laevigata 2005. Text FA to 87121 to incur entry doubt (std txt pace) T & Vitamin c ' s apply 08452810075over18 ' entropy,1,1423
Near 0776xxxxxxx U ' ve be invite to XCHAT. This follow our final endeavor to meet u! Txt confabulation to 86688 150p / MsgrcvdHG / Suite342 / 2Lands / Row / W1J6HL LDN 18yrs,1,1267
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,759
"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,235
"Look out cartoon, rent heed medicine & ampere; at even had to decease temple & adenylic acid; church. . What up uranium?",0,1409
"K, I'll work something out",0,910
Alex says he's not ok with you not being ok with it,0,274
Hey happy birthday...,0,484
Which channel:-):-):):-).,0,578
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,421
Shall I bring us a bottle of wine to keep us amused? Only joking! Ill bring one anyway,0,105
Gd luck 4 ur exams :-),0,774
"Haha, just what I was thinkin",0,740
"Alright we ' ll bring it to you, determine you in comparable & lt; # & gt; minute of arc",0,1109
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,526
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,990
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,0,562
Well plainly not because all the hoi polloi in my coolheaded college living conk out family; _;,0,1218
Uranium 447801259231 cause a confidential admirer world health organization live look 2 make contact with Atomic number 92 - rule out who they R * reveal world health organization believe UR so peculiar - call on 09058094597,1,1207
Then anything special?,0,659
I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,410
Don no da:)whats you plan?,0,868
I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,836
How are you babes. Hope your doing all right. I had a shit nox sleep. 1 fall asleep at fivesome. Ace  molarity knackered and i  m dreading oeuvre tonight. What are thou upto tonight. Hug drug,0,1149
Simply conduct a text edition. We ' ll skype afterwards.,0,1373
Oh for fuck's sake she's in like tallahassee,0,668
Oh thanks a lot..i already bought 2 eggs ..,0,81
"Probably non, I ' yard most bump out of gas and I get some hard johnny cash tomorrow",0,1171
When/where do I pick you up,0,685
Somebody set up a website where you can play hold em using eve online spacebucks,0,191
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0,528
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",0,22
Esplanade lor. Where else. ..,0,1130
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1,664
What about this one then.,0,41
"Aight, text pine tree diagram state tonight and we ' ll go through what ' s astir",0,1173
"Aight, text me tonight and we'll see what's up",0,396
What???? Hello wats talks email address?,0,118
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,200
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1,973
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,725
Ard 6 like dat lor.,0,8
"Received, understood n acted upon!",0,945
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",1,1055
I think if he rule tamilnadu..then its very tough for our people.,0,77
Company be very skilful. surround is wonderful and food for thought be truly nice: ),0,1237
You live a achiever Atomic number 92 hold been specially selected 2 receive £ thousand operating room a iv * vacation (flight inc) speak to a spicy operator two title 0871277810910p / min (18 + ),1,1404
Aah bless! How's your arm?,0,246
I lose four pounds since my doctor visit last place week woot woot! Straightaway Ane ' one g gonna celebrate by stuffing my brass!,0,1261
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",0,75
Customer service annoncement. You assume a New Years obstetrical delivery wait for you. Delight call 07046744435 like a shooting to set saving,1,1371
